situation_professionnelle,duree_emploie,revenu_mensuel,secteur_activite,type_contrat,score_professionnelle
independant,40.0,2167832,agriculture,temporaire,90
independant,12.0,2479903,services,cdi,90
independant,3.0,3634698,industrie,stage,90
retraite,24.0,455543,sante,freelance,75
sans_emploi,,0,,,86
sans_emploi,,0,,,78
independant,28.0,2360053,informatique,stage,90
etudiant,3.0,445666,education,stage,70
sans_emploi,,0,,,70
independant,26.0,1261128,commerce,stage,90
retraite,35.0,444599,sante,freelance,90
independant,18.0,1461150,education,cdi,90
employe,9.0,2072485,autres,temporaire,90
independant,37.0,3798567,sante,cdd,90
independant,9.0,3075215,sante,freelance,90
independant,25.0,3934834,commerce,cdi,90
sans_emploi,,0,,,61
etudiant,2.0,381499,education,stage,61
sans_emploi,,0,,,60
retraite,32.0,558276,sante,freelance,90
employe,31.0,3570747,education,temporaire,90
etudiant,0.0,421417,education,stage,65
sans_emploi,,0,,,79
employe,30.0,1261585,sante,cdd,90
sans_emploi,,0,,,74
independant,38.0,2176359,informatique,stage,90
retraite,22.0,581224,education,freelance,76
sans_emploi,,0,,,71
employe,27.0,1225082,autres,cdd,90
sans_emploi,,0,,,66
employe,36.0,1904085,sante,stage,90
etudiant,3.0,404752,education,stage,45
independant,6.0,1826533,services,cdi,90
independant,33.0,1275942,informatique,stage,90
independant,19.0,3750098,education,cdd,90
retraite,39.0,437085,education,freelance,77
employe,6.0,2767827,industrie,freelance,90
employe,16.0,2447081,sante,freelance,90
independant,9.0,3128279,sante,stage,90
etudiant,2.0,443549,education,stage,90
independant,37.0,2054184,commerce,stage,90
sans_emploi,,0,,,68
sans_emploi,,0,,,78
etudiant,5.0,452051,education,stage,78
sans_emploi,,0,,,57
retraite,37.0,998058,education,freelance,90
independant,12.0,1752725,agriculture,cdd,89
sans_emploi,,0,,,83
etudiant,0.0,203464,education,stage,69
employe,16.0,3381027,education,cdd,90
independant,33.0,2804915,sante,cdd,90
etudiant,1.0,207867,education,stage,79
independant,14.0,1934892,industrie,cdd,84
etudiant,5.0,343720,education,stage,59
retraite,20.0,570366,education,freelance,90
retraite,40.0,871490,sante,freelance,90
etudiant,3.0,348494,education,stage,90
employe,30.0,2390397,commerce,stage,90
independant,17.0,3834595,informatique,cdd,90
independant,35.0,3764582,industrie,temporaire,90
etudiant,2.0,349233,education,stage,72
retraite,23.0,630964,education,freelance,81
etudiant,0.0,257403,education,stage,70
retraite,40.0,570892,education,freelance,90
etudiant,2.0,214723,education,stage,85
independant,11.0,3731211,services,cdd,89
employe,24.0,3738060,agriculture,stage,90
etudiant,4.0,227433,education,stage,53
independant,36.0,3355556,autres,cdd,90
retraite,20.0,509687,education,freelance,90
etudiant,1.0,240627,education,stage,66
etudiant,4.0,323378,education,stage,60
sans_emploi,,0,,,86
independant,21.0,2678665,informatique,freelance,90
sans_emploi,,0,,,75
etudiant,1.0,446733,education,stage,56
sans_emploi,,0,,,89
employe,40.0,2020109,industrie,cdi,90
retraite,34.0,568977,education,freelance,84
etudiant,0.0,355387,education,stage,77
etudiant,2.0,389239,education,stage,90
sans_emploi,,0,,,81
retraite,30.0,645546,sante,freelance,90
retraite,30.0,803924,education,freelance,90
employe,7.0,1764713,education,cdd,90
etudiant,4.0,212548,education,stage,80
retraite,37.0,841688,education,freelance,83
employe,34.0,3632640,autres,cdi,90
employe,4.0,2325102,industrie,freelance,90
employe,11.0,3709334,informatique,cdd,90
independant,22.0,1444553,informatique,freelance,90
employe,14.0,3791093,commerce,stage,90
employe,9.0,3211671,services,freelance,90
sans_emploi,,0,,,64
retraite,37.0,443631,education,freelance,90
independant,23.0,2263999,autres,temporaire,90
retraite,28.0,666582,sante,freelance,90
retraite,34.0,620300,sante,freelance,78
etudiant,5.0,277558,education,stage,90
retraite,35.0,854212,sante,freelance,90
retraite,34.0,808398,sante,freelance,90
employe,16.0,3865505,autres,temporaire,90
independant,35.0,3332453,services,freelance,90
sans_emploi,,0,,,69
employe,22.0,2279626,industrie,freelance,90
retraite,26.0,968567,education,freelance,82
independant,36.0,1551869,agriculture,cdd,90
sans_emploi,,0,,,73
independant,12.0,2456965,services,temporaire,90
employe,34.0,2016198,informatique,cdd,90
etudiant,0.0,333970,education,stage,90
sans_emploi,,0,,,74
employe,30.0,1606239,commerce,temporaire,90
sans_emploi,,0,,,74
etudiant,1.0,276792,education,stage,90
retraite,29.0,410322,sante,freelance,90
employe,1.0,2870912,sante,cdi,90
sans_emploi,,0,,,76
employe,29.0,3544665,agriculture,cdi,90
etudiant,1.0,210989,education,stage,71
employe,32.0,1938587,informatique,temporaire,90
employe,22.0,3116278,autres,temporaire,90
sans_emploi,,0,,,78
etudiant,0.0,489635,education,stage,70
sans_emploi,,0,,,77
retraite,37.0,949285,sante,freelance,90
employe,17.0,2211818,sante,cdi,90
employe,17.0,1008306,services,cdd,90
employe,19.0,1473808,education,temporaire,90
sans_emploi,,0,,,65
retraite,25.0,836905,sante,freelance,90
employe,0.0,2827378,education,freelance,90
retraite,33.0,737457,sante,freelance,90
independant,17.0,2694715,sante,cdd,90
independant,30.0,2535283,autres,temporaire,90
etudiant,5.0,439030,education,stage,75
sans_emploi,,0,,,81
etudiant,1.0,394440,education,stage,75
etudiant,0.0,444887,education,stage,79
independant,18.0,2862335,commerce,cdd,90
retraite,36.0,921850,sante,freelance,75
employe,3.0,3294023,services,cdd,90
etudiant,2.0,484187,education,stage,78
independant,32.0,3854866,commerce,stage,90
independant,17.0,3218816,commerce,stage,81
sans_emploi,,0,,,75
independant,2.0,3160070,sante,stage,90
etudiant,2.0,331905,education,stage,63
retraite,25.0,457669,sante,freelance,90
employe,14.0,3576062,commerce,freelance,90
independant,18.0,1295076,industrie,cdd,90
independant,6.0,1161241,agriculture,cdd,84
sans_emploi,,0,,,76
sans_emploi,,0,,,87
retraite,23.0,609594,education,freelance,90
etudiant,2.0,227108,education,stage,57
retraite,22.0,963438,sante,freelance,82
etudiant,5.0,311530,education,stage,42
sans_emploi,,0,,,64
etudiant,5.0,479914,education,stage,70
employe,2.0,2857314,agriculture,cdi,90
etudiant,4.0,276323,education,stage,72
etudiant,0.0,203363,education,stage,90
retraite,30.0,945383,education,freelance,78
employe,12.0,1555010,services,stage,90
sans_emploi,,0,,,73
etudiant,3.0,374316,education,stage,53
retraite,40.0,928089,education,freelance,90
etudiant,3.0,279019,education,stage,85
independant,22.0,2549328,education,stage,87
independant,28.0,2485192,industrie,stage,90
sans_emploi,,0,,,86
retraite,39.0,818004,sante,freelance,90
independant,0.0,3317088,services,cdi,90
employe,6.0,3181486,commerce,freelance,90
retraite,35.0,938064,sante,freelance,90
independant,20.0,1839576,informatique,cdi,90
etudiant,5.0,211094,education,stage,56
independant,32.0,1351579,autres,temporaire,78
independant,22.0,2749556,services,cdd,90
retraite,21.0,582428,education,freelance,85
sans_emploi,,0,,,90
sans_emploi,,0,,,90
independant,21.0,2690942,services,stage,90
independant,30.0,1506195,sante,temporaire,74
independant,31.0,1225951,informatique,cdd,90
etudiant,1.0,414340,education,stage,75
retraite,20.0,549000,sante,freelance,85
sans_emploi,,0,,,69
employe,37.0,1914584,agriculture,cdd,90
retraite,35.0,469024,education,freelance,90
retraite,28.0,449938,sante,freelance,90
employe,26.0,1304990,sante,stage,90
retraite,30.0,983991,sante,freelance,90
employe,28.0,2524241,commerce,temporaire,90
employe,25.0,1002564,sante,stage,90
etudiant,0.0,319998,education,stage,60
independant,30.0,2862818,informatique,cdi,90
independant,39.0,1808551,industrie,freelance,82
employe,28.0,1247500,commerce,freelance,90
retraite,25.0,956426,sante,freelance,90
etudiant,5.0,350276,education,stage,75
sans_emploi,,0,,,55
employe,8.0,2826839,industrie,temporaire,90
independant,9.0,2914490,informatique,freelance,90
retraite,35.0,793946,education,freelance,90
employe,33.0,1582003,sante,stage,90
independant,5.0,2457642,autres,temporaire,90
etudiant,2.0,315840,education,stage,74
employe,5.0,3724183,autres,freelance,84
employe,2.0,2978391,commerce,freelance,90
independant,10.0,2622171,education,temporaire,90
independant,14.0,2490619,agriculture,temporaire,90
sans_emploi,,0,,,72
etudiant,3.0,285542,education,stage,69
sans_emploi,,0,,,73
employe,29.0,2609545,sante,freelance,90
employe,37.0,3343444,agriculture,freelance,90
independant,23.0,1532334,industrie,cdd,90
etudiant,3.0,413025,education,stage,61
etudiant,5.0,416680,education,stage,80
sans_emploi,,0,,,81
employe,12.0,2881790,informatique,temporaire,90
employe,0.0,1208229,industrie,cdi,90
independant,28.0,1282285,agriculture,temporaire,90
etudiant,5.0,388252,education,stage,67
independant,10.0,3478809,industrie,stage,90
etudiant,3.0,239188,education,stage,79
retraite,28.0,968979,sante,freelance,81
retraite,36.0,818133,education,freelance,90
sans_emploi,,0,,,90
retraite,27.0,694355,education,freelance,90
retraite,22.0,744971,education,freelance,90
retraite,30.0,408648,sante,freelance,90
independant,28.0,3295833,services,cdd,90
etudiant,3.0,247081,education,stage,69
sans_emploi,,0,,,61
etudiant,2.0,211211,education,stage,74
independant,5.0,1985135,agriculture,temporaire,68
independant,16.0,2773818,industrie,cdd,82
etudiant,2.0,424670,education,stage,81
sans_emploi,,0,,,67
independant,26.0,1134214,informatique,freelance,90
employe,12.0,3226371,services,freelance,90
sans_emploi,,0,,,48
employe,7.0,3409082,education,cdd,90
etudiant,1.0,487295,education,stage,55
employe,24.0,1435588,autres,cdd,90
etudiant,5.0,391491,education,stage,82
sans_emploi,,0,,,69
independant,3.0,2926723,education,cdi,90
employe,26.0,2475819,services,temporaire,90
independant,35.0,2360013,autres,cdi,90
sans_emploi,,0,,,76
independant,15.0,3856433,services,stage,83
etudiant,2.0,415600,education,stage,60
independant,2.0,1502045,agriculture,stage,76
sans_emploi,,0,,,81
sans_emploi,,0,,,65
etudiant,3.0,384341,education,stage,68
employe,24.0,3423859,informatique,cdd,90
etudiant,2.0,211262,education,stage,65
employe,33.0,1884944,sante,freelance,90
sans_emploi,,0,,,65
etudiant,5.0,403603,education,stage,69
employe,30.0,2594617,autres,temporaire,90
retraite,24.0,540962,education,freelance,82
employe,24.0,3509145,autres,temporaire,90
sans_emploi,,0,,,89
retraite,29.0,662823,education,freelance,79
independant,32.0,1715543,industrie,stage,90
sans_emploi,,0,,,63
retraite,32.0,836177,education,freelance,90
employe,4.0,3578679,commerce,freelance,90
retraite,29.0,733082,education,freelance,90
employe,18.0,1419205,sante,cdi,90
etudiant,4.0,208988,education,stage,67
etudiant,5.0,338161,education,stage,71
employe,16.0,2786650,education,temporaire,90
retraite,32.0,421588,sante,freelance,77
employe,18.0,3941119,sante,cdd,90
retraite,26.0,598711,sante,freelance,79
independant,17.0,2439301,services,cdd,90
etudiant,2.0,238158,education,stage,71
independant,10.0,1748833,commerce,temporaire,90
independant,37.0,1411667,education,stage,90
independant,35.0,2986188,services,cdi,90
retraite,37.0,694364,sante,freelance,90
etudiant,1.0,415862,education,stage,90
sans_emploi,,0,,,51
etudiant,1.0,438843,education,stage,73
sans_emploi,,0,,,76
sans_emploi,,0,,,57
employe,9.0,2191106,sante,stage,90
retraite,25.0,451107,sante,freelance,90
independant,13.0,3714542,agriculture,cdi,90
retraite,26.0,431162,sante,freelance,90
retraite,25.0,956332,sante,freelance,90
employe,7.0,2825699,agriculture,stage,90
etudiant,2.0,491466,education,stage,75
etudiant,2.0,268172,education,stage,69
retraite,24.0,856422,sante,freelance,90
sans_emploi,,0,,,84
employe,30.0,2614718,commerce,temporaire,90
independant,39.0,2918248,sante,stage,90
employe,19.0,1349533,sante,cdi,90
employe,13.0,2059023,services,stage,90
employe,17.0,2654889,education,cdd,90
independant,17.0,3023148,education,stage,90
independant,5.0,1956161,autres,stage,76
employe,3.0,3727537,commerce,temporaire,90
sans_emploi,,0,,,54
employe,37.0,2274895,services,cdd,90
independant,18.0,1082701,sante,freelance,90
sans_emploi,,0,,,63
employe,26.0,1948001,commerce,freelance,90
etudiant,5.0,203270,education,stage,66
employe,22.0,3625411,industrie,stage,90
retraite,33.0,457969,sante,freelance,90
independant,24.0,1056238,informatique,temporaire,90
sans_emploi,,0,,,65
sans_emploi,,0,,,63
retraite,37.0,811693,sante,freelance,77
independant,18.0,1188830,autres,freelance,90
etudiant,2.0,208187,education,stage,52
employe,5.0,1398472,commerce,cdd,90
independant,18.0,1655426,services,cdi,90
retraite,36.0,735481,sante,freelance,90
sans_emploi,,0,,,83
retraite,24.0,631512,education,freelance,85
sans_emploi,,0,,,58
independant,21.0,2384986,commerce,freelance,90
independant,9.0,3404111,industrie,cdd,90
employe,1.0,1143728,sante,temporaire,90
sans_emploi,,0,,,80
employe,15.0,1239562,commerce,freelance,90
retraite,26.0,494635,education,freelance,90
sans_emploi,,0,,,61
etudiant,0.0,382984,education,stage,64
retraite,34.0,623875,sante,freelance,90
sans_emploi,,0,,,64
employe,22.0,2556068,informatique,cdd,90
sans_emploi,,0,,,75
employe,0.0,3088916,agriculture,stage,73
employe,31.0,1920783,commerce,stage,90
retraite,27.0,461655,sante,freelance,82
independant,25.0,1867741,agriculture,stage,90
independant,8.0,3378364,autres,cdi,90
sans_emploi,,0,,,69
sans_emploi,,0,,,59
independant,2.0,2325554,agriculture,temporaire,90
sans_emploi,,0,,,72
etudiant,0.0,388570,education,stage,83
employe,40.0,2265947,education,temporaire,90
etudiant,1.0,483966,education,stage,89
employe,36.0,1305021,agriculture,cdd,90
employe,40.0,2718075,industrie,cdd,90
sans_emploi,,0,,,70
etudiant,4.0,389129,education,stage,71
sans_emploi,,0,,,69
sans_emploi,,0,,,75
employe,0.0,1486123,services,freelance,90
retraite,34.0,655979,sante,freelance,90
independant,10.0,2764334,autres,cdi,90
independant,33.0,2928073,services,cdi,90
sans_emploi,,0,,,61
sans_emploi,,0,,,90
employe,33.0,2965311,commerce,stage,90
independant,22.0,3304826,commerce,cdi,90
etudiant,2.0,480208,education,stage,64
independant,1.0,1905541,services,cdi,86
retraite,40.0,737249,education,freelance,75
employe,2.0,2154022,commerce,cdd,90
employe,5.0,2126326,education,freelance,90
etudiant,4.0,485931,education,stage,57
employe,26.0,1179707,industrie,stage,90
retraite,25.0,593191,sante,freelance,75
retraite,31.0,984311,education,freelance,90
independant,27.0,1226996,commerce,temporaire,90
independant,37.0,2082101,commerce,temporaire,85
retraite,40.0,567645,sante,freelance,90
employe,33.0,1840031,commerce,temporaire,90
independant,29.0,1129618,autres,stage,83
independant,8.0,1279648,sante,freelance,90
retraite,24.0,694958,sante,freelance,90
sans_emploi,,0,,,59
independant,3.0,2253594,informatique,cdi,90
employe,4.0,1117081,agriculture,cdd,90
etudiant,0.0,316938,education,stage,84
independant,40.0,1354266,sante,temporaire,88
etudiant,5.0,428746,education,stage,66
retraite,33.0,712662,sante,freelance,90
employe,24.0,2768846,sante,temporaire,90
sans_emploi,,0,,,58
retraite,26.0,912689,sante,freelance,84
etudiant,3.0,370436,education,stage,90
retraite,38.0,649728,sante,freelance,90
employe,12.0,3175643,industrie,cdd,90
independant,39.0,3926258,autres,cdd,70
etudiant,0.0,419458,education,stage,71
employe,17.0,2299967,agriculture,temporaire,90
employe,8.0,2384211,autres,freelance,90
employe,35.0,2933418,sante,stage,90
retraite,38.0,949981,education,freelance,90
retraite,21.0,408853,sante,freelance,90
retraite,21.0,465252,education,freelance,90
etudiant,4.0,322032,education,stage,65
employe,37.0,1350216,informatique,cdi,90
independant,7.0,2326005,industrie,stage,76
employe,36.0,3034381,industrie,cdd,90
retraite,30.0,514970,education,freelance,90
retraite,29.0,665815,sante,freelance,90
etudiant,5.0,456716,education,stage,60
independant,17.0,1978758,industrie,cdd,90
independant,0.0,3881340,education,cdi,90
independant,22.0,2384456,commerce,cdd,90
employe,3.0,1264670,services,freelance,90
sans_emploi,,0,,,90
sans_emploi,,0,,,77
etudiant,0.0,310577,education,stage,79
sans_emploi,,0,,,63
etudiant,1.0,476834,education,stage,69
retraite,39.0,508311,sante,freelance,76
retraite,27.0,698528,education,freelance,90
independant,29.0,1541278,agriculture,cdi,90
etudiant,1.0,414780,education,stage,74
independant,36.0,1972941,informatique,cdd,90
etudiant,3.0,317167,education,stage,70
independant,32.0,3845730,autres,cdd,90
employe,17.0,1128748,sante,cdi,90
independant,10.0,3512231,agriculture,temporaire,90
independant,6.0,3196806,commerce,temporaire,90
etudiant,0.0,327526,education,stage,57
etudiant,0.0,474229,education,stage,67
employe,20.0,1201018,services,freelance,90
etudiant,1.0,220880,education,stage,75
sans_emploi,,0,,,90
independant,27.0,3931749,commerce,temporaire,90
etudiant,1.0,270300,education,stage,81
etudiant,5.0,442562,education,stage,80
sans_emploi,,0,,,75
sans_emploi,,0,,,68
employe,20.0,1335785,informatique,cdi,90
retraite,20.0,464349,sante,freelance,70
sans_emploi,,0,,,74
retraite,27.0,747804,education,freelance,90
employe,31.0,3089095,services,cdi,90
employe,23.0,2855822,commerce,cdi,90
retraite,33.0,637382,sante,freelance,76
employe,30.0,1798366,education,cdi,90
independant,38.0,2148652,agriculture,temporaire,79
sans_emploi,,0,,,52
etudiant,3.0,317035,education,stage,90
