revenu_mensuel,depense_mensuelles,dettes_existantes,nbr_dependant,duree_emploie,situation_bancaire,note_financiere
2555.3,1193.77,23142.19,5,13,bon,62
1050.42,645.5,11420.13,4,20,faible,64
1483.05,1136.38,16387.04,5,15,bon,54
2998.38,2158.19,22716.08,4,20,faible,57
4797.83,2042.63,23102.92,2,5,bon,63
3370.27,882.55,21193.72,3,1,bon,54
2355.96,1733.53,25594.38,1,19,faible,38
1610.77,770.46,28451.26,2,3,moyen,54
2935.77,1239.26,7459.34,5,18,bon,55
3640.8,2689.9,26469.65,4,2,mauvais,56
4854.82,1476.19,18527.49,1,8,faible,55
4006.46,2985.03,1347.48,5,11,moyen,62
5253.82,1605.25,6671.31,5,0,bon,60
5893.57,2480.6,16853.64,4,19,faible,49
3173.26,706.74,27470.98,4,6,faible,62
5380.68,3642.49,19886.37,0,12,mauvais,52
1926.9,1327.5,4162.32,0,3,mauvais,56
5427.42,1481.61,10403.13,5,3,faible,53
1136.25,761.91,22352.38,3,1,excellent,48
4460.4,2803.7,10001.61,4,19,faible,53
2831.01,1917.53,14369.1,5,20,faible,57
4040.99,741.01,5204.02,2,5,excellent,51
2004.36,1226.88,28645.49,1,1,excellent,35
4819.78,3764.84,19509.22,2,5,moyen,55
5888.08,4632.12,14855.83,2,1,mauvais,42
2526.37,1756.93,21487.61,0,6,mauvais,49
2893.22,653.47,8159.68,1,19,mauvais,38
4628.27,2018.44,29716.04,5,6,faible,65
3036.93,2298.75,13082.02,2,9,excellent,39
1839.12,700.4,17891.16,0,4,faible,41
2971.16,2106.96,20189.15,2,3,mauvais,58
1216.64,733.22,13410.4,4,2,moyen,46
5898.74,3293.66,2495.86,3,12,excellent,45
1377.19,553.43,760.89,5,11,bon,63
2186.6,543.84,21531.18,3,15,mauvais,52
5406.2,715.36,6080.1,3,6,bon,53
2330.52,1655.25,14589.97,3,8,bon,61
4606.37,3608.16,29060.27,5,10,faible,45
4051.71,1958.76,13225.93,3,17,moyen,46
5840.86,2276.16,28068.06,5,1,excellent,41
1071.9,559.16,5309.91,5,7,excellent,35
1829.72,1014.76,14133.71,5,11,moyen,45
2286.77,1238.11,29624.59,5,9,faible,65
3527.12,1856.9,23840.29,5,4,moyen,48
5580.01,3574.21,21436.5,3,7,faible,43
1744.23,981.87,10939.81,2,14,mauvais,55
1380.54,534.14,17240.17,2,14,faible,38
4948.7,2174.85,15876.14,4,4,bon,39
5093.65,539.52,19343.22,5,13,mauvais,53
5119.38,1288.86,12892.37,3,4,moyen,53
4510.21,2325.65,28216.53,5,4,faible,53
4942.35,3589.84,8541.54,0,11,faible,43
3086.53,1472.86,13371.18,5,11,bon,39
5977.26,4589.13,19166.75,5,1,mauvais,54
3035.45,1069.95,29378.86,5,19,moyen,59
5155.94,2492.26,28331.22,0,13,faible,51
2313.71,1821.41,22405.95,1,18,bon,41
3485.16,2058.17,22426.27,2,13,moyen,58
2634.43,1950.24,21844.74,4,16,bon,58
4042.34,2582.46,19264.25,2,14,bon,53
2224.27,1264.33,8215.18,0,8,excellent,56
5872.23,1220.8,23234.07,5,10,moyen,61
1191.39,891.55,14925.4,0,2,excellent,51
3164.85,2438.03,20743.21,0,18,excellent,38
4990.08,1971.48,24501.2,1,4,faible,61
4598.03,2461.49,18013.31,0,17,excellent,55
2109.97,1647.18,962.99,3,0,bon,60
4602.6,3117.91,16454.85,1,17,excellent,56
1978.06,1347.63,11327.1,1,9,bon,39
3217.46,2033.7,6636.04,4,7,faible,53
2417.59,1699.33,6913.26,3,19,excellent,48
5086.23,2918.68,7396.69,5,13,faible,36
3970.04,1059.07,4632.44,4,3,excellent,42
5264.72,3250.35,2814.51,3,7,excellent,38
5367.88,3343.11,13862.19,5,19,bon,38
2275.35,1589.66,18269.78,3,11,mauvais,58
5991.47,1460.17,4674.87,1,3,mauvais,38
2668.21,1330.63,14553.55,3,10,mauvais,55
3502.63,1370.68,7525.3,3,13,excellent,56
1080.3,651.89,46.87,5,3,mauvais,52
1580.32,565.79,17119.01,1,11,mauvais,55
4721.99,1591.68,796.19,4,1,excellent,92
4022.92,1243.91,506.61,2,6,mauvais,100
1017.85,600.83,27652.7,4,9,bon,58
1694.17,721.41,28012.75,5,1,mauvais,54
2878.56,896.34,26689.61,4,8,mauvais,57
4705.0,2410.2,9248.52,5,6,faible,39
1582.55,873.02,28524.39,2,5,moyen,41
1090.38,563.22,19967.24,0,6,bon,60
1981.44,1215.48,9876.8,2,13,excellent,60
2867.48,1575.84,13147.49,4,6,faible,37
5714.79,3345.02,14490.17,5,17,mauvais,62
2658.44,1430.34,27665.11,2,18,faible,44
5914.95,2263.47,26675.9,2,11,excellent,56
2935.19,1687.73,26265.23,1,11,moyen,53
2828.62,2002.84,19663.88,1,0,faible,46
1050.09,790.89,18859.86,1,0,mauvais,37
2373.56,1606.21,5224.17,2,15,faible,51
2123.38,712.21,21703.82,1,18,faible,54
2691.59,1764.55,5482.63,0,18,bon,43
3710.86,1253.62,7807.05,1,14,bon,45
1471.17,873.23,753.74,4,20,bon,46
4909.16,3094.01,26163.25,3,6,excellent,38
5576.65,2954.97,12588.19,2,14,mauvais,45
5268.29,1559.39,19229.91,0,4,bon,45
4094.01,2702.27,12234.05,1,17,faible,59
2828.92,520.97,22833.39,5,2,faible,50
1812.85,1078.06,24322.46,4,14,bon,55
1929.39,557.31,11243.2,2,9,excellent,62
5514.17,3142.72,19101.22,2,10,bon,36
1414.23,784.11,23641.1,2,13,moyen,42
3593.67,1381.35,20184.32,0,18,faible,40
2640.9,1793.78,13235.98,3,3,faible,50
4008.03,844.67,2828.65,3,15,excellent,39
4404.28,3284.89,27548.56,2,14,excellent,40
4982.03,1644.03,28891.3,2,8,moyen,44
3308.88,1597.0,23556.3,5,7,faible,40
4236.15,1012.57,4420.27,4,15,moyen,48
5868.24,968.25,20625.45,4,6,bon,64
5650.97,1490.4,23932.62,3,20,mauvais,65
4188.78,1081.2,2222.93,1,18,excellent,60
2027.2,757.88,10997.6,0,19,bon,43
2019.05,568.56,19186.24,1,14,faible,62
2855.02,2281.22,17642.31,4,16,moyen,37
3847.82,1689.79,9977.7,4,17,bon,38
3514.23,2186.21,17479.54,3,17,moyen,64
4695.05,3591.54,20676.18,3,18,moyen,57
2591.69,658.2,3468.18,3,0,faible,55
4874.1,2564.49,9170.8,5,13,mauvais,45
1703.69,1209.99,8684.88,4,10,moyen,48
1982.54,1428.34,8424.83,0,7,faible,46
4236.01,2651.93,12906.65,4,18,faible,56
4581.37,1592.8,8433.34,5,15,excellent,35
3556.41,2424.87,17342.45,3,5,mauvais,45
2182.29,1635.2,13710.7,4,14,mauvais,54
1524.04,573.89,2331.4,3,15,mauvais,53
4982.05,2966.14,18193.53,0,12,moyen,50
5243.95,1704.28,27102.49,0,13,moyen,64
5777.24,3486.68,4797.06,2,15,moyen,46
3115.55,1657.61,19489.76,2,0,excellent,53
3361.02,2000.16,28847.42,4,5,bon,64
2963.66,929.5,11844.35,3,5,excellent,39
3176.78,1651.94,21990.04,4,10,mauvais,41
2086.71,971.65,17230.29,1,9,faible,62
3658.14,2207.55,21947.66,0,4,bon,43
4699.45,1217.6,22310.59,3,15,moyen,35
3956.3,1452.62,2668.76,5,1,faible,59
2137.09,879.46,11219.4,3,13,moyen,53
3928.27,820.72,29114.08,0,2,moyen,61
1423.74,1136.69,7583.18,4,4,faible,45
4369.61,2328.43,15603.36,2,11,bon,36
3227.64,2064.47,29575.73,3,3,bon,50
1229.51,537.86,12779.03,2,19,moyen,35
3295.87,2103.55,13612.32,4,17,faible,48
2591.2,1697.77,17724.43,1,1,mauvais,40
3097.6,592.42,25403.58,3,0,excellent,43
4113.32,2624.44,28862.26,5,2,faible,49
5394.01,2159.19,22936.32,0,2,excellent,53
4132.07,747.2,155.76,2,5,moyen,99
4074.74,1046.95,23864.29,1,10,bon,65
1354.31,706.49,29908.03,0,14,excellent,36
3960.63,1100.39,12681.39,4,14,faible,47
2152.41,1230.04,19910.9,5,7,moyen,36
4530.63,3315.58,23845.17,2,4,moyen,52
5841.71,3454.64,28078.96,5,9,bon,46
1490.07,664.22,18128.2,4,17,bon,47
3109.93,1679.65,18363.82,0,15,bon,54
1629.63,1018.39,22141.18,3,20,mauvais,45
3437.62,1623.1,15673.51,2,3,excellent,41
4938.05,1389.14,27477.67,3,8,excellent,53
5599.29,3503.38,690.49,0,2,mauvais,74
5181.63,1165.86,27230.17,5,11,bon,39
4054.57,1524.96,25322.64,4,9,excellent,51
3655.09,2380.75,28177.44,5,18,excellent,54
5268.5,2527.13,13327.71,0,19,excellent,35
3662.57,607.48,19857.03,2,13,bon,49
1490.56,812.82,2297.73,0,20,faible,58
5382.51,3354.0,23636.01,3,5,faible,58
1809.45,1003.79,20713.39,0,7,faible,55
1920.64,1464.69,26315.71,1,15,bon,57
2870.7,2016.61,13251.62,1,12,moyen,49
1993.84,602.84,12538.52,1,8,moyen,40
3799.93,1879.6,9843.51,4,10,bon,45
1643.94,934.74,3188.61,1,5,excellent,47
1584.19,883.48,5892.97,3,7,bon,61
3182.41,744.32,6255.05,0,15,mauvais,55
5326.44,1304.92,28508.5,0,12,excellent,39
4109.47,3225.35,6682.44,1,5,mauvais,57
4437.78,504.69,26187.63,1,0,faible,36
5390.98,2280.09,17526.63,4,14,excellent,53
2588.85,1199.6,15364.31,4,16,moyen,62
1996.65,680.77,24800.22,1,13,bon,53
3553.22,1102.61,8155.58,2,11,moyen,61
1177.7,711.03,25098.37,2,10,excellent,36
1494.29,1101.14,28863.77,1,19,faible,65
3365.49,2457.15,12170.21,1,9,bon,51
3508.17,2404.19,27468.44,1,14,excellent,46
4607.74,2852.88,21910.87,4,1,moyen,40
2378.54,1214.71,14126.57,1,7,excellent,37
2095.45,976.41,13921.05,2,4,excellent,49
1275.74,685.06,29131.03,1,14,excellent,51
4349.76,1274.89,13693.36,3,9,excellent,65
1096.94,820.85,2179.02,1,2,excellent,63
1117.55,515.64,18770.31,5,20,moyen,37
5164.76,3102.34,18539.3,5,18,bon,40
5286.15,3508.28,20225.0,2,15,faible,49
2261.81,1320.78,26989.13,1,14,excellent,44
1935.74,1537.97,24698.99,5,6,excellent,54
2720.51,2067.61,13672.97,4,6,moyen,51
3266.03,1326.99,24474.28,4,5,excellent,61
4307.14,2369.47,21732.41,2,19,mauvais,50
4097.69,2454.4,8914.05,4,20,mauvais,55
3818.33,1738.8,12530.48,3,15,mauvais,42
2126.74,1420.05,10766.94,4,4,moyen,45
5710.95,1769.86,2242.6,0,18,mauvais,65
3172.47,2401.83,8598.75,2,14,mauvais,43
3681.36,2395.08,23414.24,2,11,mauvais,57
1057.51,825.92,17052.47,2,19,excellent,59
4499.37,665.32,16771.78,2,8,excellent,62
1875.33,659.36,24472.66,5,11,faible,44
2448.52,1682.87,27082.4,5,4,bon,49
3721.58,534.91,752.14,3,15,mauvais,93
5834.02,587.64,11167.22,0,15,faible,46
3537.77,594.34,10976.98,3,15,moyen,62
1914.07,1278.19,10390.25,1,13,mauvais,63
4648.62,1536.51,3433.6,1,3,moyen,55
2694.14,873.42,29750.41,0,0,excellent,55
3862.03,1120.65,8769.92,0,18,faible,44
2876.22,1942.15,28721.33,0,3,excellent,49
3904.95,708.81,14537.83,5,13,moyen,47
2314.59,1318.32,10903.89,1,16,excellent,39
1688.28,764.96,11115.3,2,1,bon,41
5880.19,3991.67,13108.27,4,0,moyen,65
1712.86,926.29,21909.58,3,4,mauvais,45
5080.31,3107.58,11500.13,5,14,mauvais,47
3723.62,2717.75,14761.16,0,11,bon,38
2131.78,506.37,17406.08,4,16,bon,55
1753.29,950.19,13579.66,5,20,faible,65
4277.02,2129.98,26479.09,2,19,faible,47
4541.51,3435.61,21559.3,4,5,mauvais,53
2240.14,1626.82,10664.5,2,13,bon,41
5988.46,3466.81,4191.88,2,0,bon,47
3494.46,1809.44,3157.3,5,17,moyen,48
2598.97,1040.68,6368.31,0,9,bon,51
3668.1,2331.86,8125.94,0,8,moyen,39
4301.29,1649.01,29897.95,1,20,bon,54
4996.96,1095.15,4508.29,1,3,mauvais,35
3070.94,1838.85,12837.2,4,0,excellent,47
3265.42,920.64,5130.93,4,4,faible,54
1892.65,1320.47,17056.83,2,13,faible,37
3180.42,1782.19,21301.17,3,15,mauvais,45
1539.67,1006.47,10373.09,0,4,faible,36
3981.08,770.01,21191.49,3,20,mauvais,46
5135.27,2589.12,11579.27,5,1,mauvais,45
1245.57,856.76,5764.38,4,15,moyen,50
5059.06,1418.96,2193.3,1,6,bon,79
1365.52,520.43,1483.63,3,15,moyen,48
1340.49,963.85,3299.66,4,3,excellent,38
5383.0,4276.51,28886.95,1,15,mauvais,60
4501.11,3399.25,26289.21,2,11,bon,62
2478.96,1573.82,15152.4,5,18,moyen,45
2294.56,1572.0,17898.57,3,7,faible,64
5030.01,1379.06,17476.47,4,15,moyen,61
2314.99,1468.16,29562.9,5,3,faible,38
4889.35,1968.67,16980.82,5,17,mauvais,63
2802.89,1376.98,8598.47,0,12,faible,59
2730.08,1971.78,21958.17,5,6,faible,48
2158.98,755.86,18475.03,3,7,mauvais,52
1058.69,549.25,1100.89,1,7,moyen,43
1346.54,920.46,13870.38,4,9,bon,55
1834.79,1425.93,12972.68,2,16,bon,45
5988.38,4571.83,2007.9,0,19,mauvais,45
3195.44,881.11,5957.79,2,10,mauvais,56
5745.83,1742.74,19877.12,5,9,faible,35
1901.79,1281.33,173.97,0,10,mauvais,46
5134.89,3716.46,17692.21,3,20,mauvais,54
1920.46,772.31,3083.15,2,7,bon,36
1610.13,532.85,17976.68,1,1,bon,51
2982.22,1026.31,26113.12,5,11,faible,55
4788.87,2127.36,7983.34,0,4,bon,57
1991.44,1302.46,13813.59,1,13,moyen,54
3879.21,3015.75,2987.43,3,7,mauvais,38
3607.34,2857.83,15912.45,5,12,mauvais,41
5976.52,1042.28,15567.18,0,4,bon,38
4992.14,3271.77,10429.91,1,3,moyen,52
5116.95,795.47,17250.83,2,11,bon,62
4501.09,1417.09,14988.38,2,14,excellent,44
2427.98,1005.74,14800.79,4,9,faible,35
4289.43,1527.3,23781.48,3,2,bon,59
1728.33,690.3,15815.51,2,17,mauvais,57
3280.39,874.15,12431.64,5,17,mauvais,64
1172.08,822.23,29112.87,2,15,bon,38
3489.38,1735.45,28756.79,2,2,faible,47
2552.13,1514.98,3580.51,2,1,bon,55
2481.29,802.95,17502.57,4,10,bon,45
3402.75,523.79,887.44,1,7,excellent,59
5591.89,630.17,3316.09,3,10,bon,59
3171.16,1802.15,23413.06,3,6,moyen,36
2184.72,1078.74,3705.7,4,16,faible,50
2454.0,1723.93,27707.84,2,2,bon,58
3228.41,1822.13,908.24,5,9,excellent,55
5794.73,3479.65,2756.32,1,11,faible,63
2725.05,509.78,11933.76,4,18,mauvais,64
5373.73,3101.17,21057.8,1,6,moyen,45
3631.43,1112.53,17267.86,0,2,mauvais,35
2367.02,1272.37,13333.46,1,9,moyen,49
2636.21,1751.65,19528.01,4,19,excellent,40
5348.9,748.6,7236.49,2,16,excellent,43
3326.73,2099.13,28589.78,0,2,excellent,58
5422.4,3664.55,5789.69,5,15,bon,63
3190.83,1309.21,1806.59,4,8,mauvais,46
2765.35,1306.66,21843.73,0,1,moyen,46
5332.54,2441.72,7711.49,5,17,bon,61
1474.02,1025.72,11505.66,0,16,faible,51
4344.58,1885.75,28412.38,5,10,mauvais,55
2712.8,748.98,29455.38,4,14,mauvais,37
1856.79,1005.52,1513.91,5,3,mauvais,41
4954.28,2814.38,21733.2,3,13,mauvais,45
5600.32,3964.18,22286.52,2,0,mauvais,55
1452.93,724.31,10429.3,1,5,moyen,49
4512.5,2891.26,12585.39,3,19,bon,45
2266.51,1395.06,3565.84,1,11,bon,54
3350.8,934.13,8144.83,1,1,faible,59
3395.24,972.21,8967.33,2,20,bon,45
4640.39,3070.45,24467.5,2,20,faible,55
4928.12,1829.15,29848.07,5,12,moyen,42
3066.35,550.79,24499.39,1,19,faible,49
5931.15,4383.39,8077.64,2,2,bon,55
5986.17,3370.26,28860.9,4,2,moyen,53
1813.88,1039.64,18128.11,3,10,excellent,58
1175.76,667.65,8865.3,0,8,moyen,52
5848.94,2343.85,21021.96,0,0,bon,36
5875.75,2042.12,8150.18,5,19,bon,58
5059.98,902.91,4810.93,2,8,bon,53
2573.45,544.61,8798.99,0,4,moyen,50
4448.04,898.73,20628.03,0,9,moyen,63
4238.44,2135.05,22824.24,2,18,bon,61
5225.94,2411.85,11930.44,3,12,moyen,64
1698.85,669.63,24873.18,5,19,excellent,45
2267.08,500.38,19602.26,4,4,faible,38
3209.67,677.82,13537.75,4,17,moyen,59
1738.92,1103.36,2787.32,4,9,bon,44
1401.69,778.95,25222.69,4,18,excellent,37
4403.2,752.11,2541.95,0,0,bon,60
3259.86,1701.3,4450.47,1,12,bon,43
3338.06,1402.22,4808.94,2,2,excellent,36
1494.82,516.66,18098.16,3,6,bon,46
3587.49,507.05,22461.53,5,10,bon,43
5749.43,4099.83,16631.12,5,8,excellent,35
4432.83,2430.62,6171.8,0,6,bon,47
1184.22,838.15,15944.17,3,2,mauvais,43
2815.95,1674.41,10308.44,3,14,bon,50
5368.44,3018.84,25490.03,4,7,moyen,42
1034.24,732.35,2855.49,4,12,mauvais,44
2746.22,1284.84,14662.28,0,5,excellent,62
2989.42,1436.29,9371.49,4,2,mauvais,43
2643.9,631.13,2129.82,3,3,bon,42
2552.44,1513.35,18316.67,4,15,mauvais,47
2721.14,1852.06,29454.85,4,9,mauvais,50
2534.24,1739.62,5969.43,4,12,moyen,40
1775.0,584.27,14293.46,2,1,excellent,43
5795.17,3126.33,2870.38,3,5,excellent,47
1594.82,1059.92,21120.5,3,7,faible,35
5748.62,3545.72,13090.67,2,14,bon,39
1892.63,524.22,24823.56,1,1,excellent,58
2326.87,1197.08,23282.72,0,10,moyen,47
3522.66,1551.22,16010.39,3,12,moyen,62
4991.95,3098.74,12598.31,0,8,bon,58
3003.75,818.44,23398.95,4,17,faible,36
4975.87,739.92,2278.88,3,5,excellent,73
2918.78,2230.09,1777.26,3,2,moyen,61
3743.69,2918.03,13633.43,3,17,mauvais,59
4915.45,2255.0,19319.82,0,8,bon,45
3303.02,1322.96,10910.03,2,17,excellent,55
5623.06,3887.63,10000.7,0,7,faible,65
1269.45,614.22,25449.47,5,4,excellent,63
2901.77,1329.81,525.7,0,0,mauvais,61
1467.7,979.75,25608.38,3,1,faible,39
5858.9,2547.73,24031.95,3,2,excellent,57
3712.93,1850.3,2283.72,0,15,excellent,48
5962.61,2704.21,29971.33,4,3,mauvais,59
1840.65,1461.85,2951.82,4,15,moyen,43
3732.8,2661.63,28673.6,0,20,excellent,49
3457.75,2714.24,20685.32,1,18,faible,42
5976.08,2932.41,12256.3,2,7,mauvais,39
3979.08,1471.1,8106.05,5,3,faible,59
5241.43,570.97,11450.25,0,13,faible,62
2347.23,1042.7,27984.29,4,18,mauvais,47
4903.67,3114.14,29842.52,3,8,moyen,57
4184.07,1451.44,11765.35,2,18,faible,38
5000.98,3512.33,9352.01,1,11,mauvais,58
5798.62,3989.44,23478.74,2,15,mauvais,56
2249.17,1017.12,5034.04,2,14,moyen,41
3917.98,2636.92,29723.13,2,12,mauvais,45
2146.54,1514.46,14692.93,5,5,bon,62
5005.65,2943.03,19859.84,2,6,bon,46
4772.72,1697.14,22564.2,1,7,excellent,45
4376.25,2110.14,1823.88,5,14,faible,49
1353.78,862.42,14755.55,5,11,excellent,48
4361.9,2206.83,29801.2,1,0,bon,60
5662.22,1172.64,22868.66,3,8,bon,51
4364.67,2733.78,8316.97,3,12,bon,36
4182.39,682.81,14162.39,2,16,bon,63
1052.71,603.35,6350.17,1,18,mauvais,49
2856.47,747.37,1337.41,0,18,excellent,41
2418.27,1822.4,29491.96,5,11,faible,62
2459.98,1705.47,17536.41,2,6,moyen,35
2981.37,1702.76,18892.42,0,12,moyen,56
4415.22,2749.73,22957.66,0,8,bon,37
3541.82,2424.23,25955.8,5,5,mauvais,61
1264.85,1000.48,23732.18,5,9,bon,65
1834.76,1232.67,6879.33,5,20,mauvais,55
2625.56,1129.05,631.73,2,7,mauvais,36
1873.53,1290.61,28251.53,3,17,excellent,63
1905.48,1223.83,4803.06,4,16,faible,53
5462.23,1600.73,14839.92,2,18,bon,39
2399.71,1684.18,26282.73,1,15,bon,41
1291.31,617.83,13186.85,2,10,faible,47
5278.62,2247.66,4138.77,4,7,faible,38
5285.62,1428.24,26122.18,4,10,faible,40
3342.93,1739.54,26864.39,5,8,faible,36
1210.43,902.64,18735.31,1,18,excellent,40
3459.4,2220.63,8164.78,3,13,mauvais,62
1135.44,609.12,21233.12,4,12,bon,54
5118.34,2876.8,846.81,5,7,bon,83
3987.8,536.68,20241.36,5,2,bon,61
4875.42,614.81,6038.46,0,19,excellent,37
3518.3,1512.14,19784.56,5,13,moyen,46
2656.9,866.37,25410.54,5,18,bon,36
3331.54,1059.74,115.35,5,1,moyen,91
4113.23,2501.58,12067.72,3,14,moyen,62
5595.34,1738.76,25508.89,3,10,moyen,59
2085.93,1249.04,17246.4,4,16,mauvais,45
1561.02,655.66,18450.9,1,15,moyen,60
2427.38,1779.56,4874.59,5,15,moyen,64
1505.43,566.35,21783.04,3,5,bon,60
3686.11,1118.91,348.57,0,12,excellent,100
1253.95,783.99,19070.64,1,19,mauvais,42
5277.96,3060.47,25595.89,4,3,moyen,45
2145.51,1348.57,28530.95,1,8,excellent,61
2093.18,1227.78,9057.9,0,8,mauvais,41
1983.75,1264.83,25510.09,0,12,bon,63
2031.75,1013.08,9390.85,2,18,bon,49
1426.88,502.86,11777.59,0,17,mauvais,55
4109.42,1028.66,24064.49,3,2,bon,51
3438.83,698.26,24166.93,2,15,excellent,41
1464.75,1144.44,10263.31,3,11,mauvais,55
4908.55,3304.46,21124.88,4,14,excellent,44
1391.86,612.47,29619.32,5,13,excellent,61
4337.85,2268.95,26587.87,4,14,excellent,61
5692.99,3203.07,23359.72,2,9,excellent,60
2941.92,1860.89,1856.37,3,11,mauvais,60
5154.73,2805.61,2115.56,4,20,moyen,38
4299.59,1376.12,1346.18,3,15,faible,59
4363.53,2063.89,4173.28,5,0,moyen,42
2741.8,1890.02,27207.88,5,1,mauvais,41
5290.63,3105.68,16557.35,3,5,moyen,56
4329.48,2489.04,1216.41,0,6,bon,39
5893.99,3018.79,4408.52,5,0,mauvais,60
1173.92,911.92,26690.81,0,6,mauvais,61
4589.51,2085.59,1383.11,0,18,excellent,72
5477.74,633.95,4932.86,1,20,excellent,62
2196.99,1670.31,9029.94,4,11,moyen,55
1539.37,980.58,17360.04,4,14,bon,65
2099.31,1284.25,1104.19,1,17,excellent,61
5757.82,2956.17,26358.85,4,2,excellent,39
5154.23,839.35,5756.52,2,17,mauvais,50
5788.42,2358.52,18071.06,5,2,mauvais,44
2134.16,980.96,22695.54,5,0,excellent,63
3618.48,928.6,26011.22,4,4,mauvais,41
2450.88,1141.81,2224.86,2,8,faible,45
4041.57,3128.92,9228.36,2,3,excellent,59
1273.74,549.04,8259.9,0,14,bon,55
4435.73,2403.45,28122.87,3,20,faible,41
4552.84,2542.1,28273.68,1,6,bon,55
2158.14,555.78,17613.65,2,18,faible,45
5126.17,562.68,19790.75,2,3,faible,44
5325.34,4253.77,12842.33,5,12,bon,56
1943.46,683.76,458.16,4,15,bon,65
5019.61,3982.56,11870.27,4,11,mauvais,55
4655.87,3088.03,11715.07,1,14,mauvais,55
1651.37,917.72,26130.53,3,11,excellent,57
4434.71,2822.91,17869.07,0,11,faible,59
3290.76,2184.23,22642.51,3,18,bon,50
3695.03,2332.31,27204.67,3,18,faible,60
4391.46,2990.99,17446.36,1,14,bon,64
2190.79,1683.09,8375.68,5,18,bon,51
2225.67,871.17,5862.66,4,7,faible,54
2966.26,1433.42,18731.12,1,6,moyen,36
4464.9,2181.75,12360.07,0,10,mauvais,55
1704.11,643.27,3084.33,2,7,excellent,54
5350.58,1606.66,16730.72,4,1,faible,35
3191.3,518.96,17966.01,5,10,mauvais,53
2531.55,1651.65,7367.42,4,3,bon,37
1136.57,759.9,1781.25,2,3,faible,58
3166.55,1552.37,15544.78,4,17,bon,53
3964.9,2684.78,4565.32,1,0,bon,45
5930.86,1014.5,5232.01,5,12,moyen,45
3981.96,1950.7,22624.42,5,6,excellent,58
4220.35,3014.39,5797.04,4,5,mauvais,61
3711.37,630.11,3604.64,0,17,bon,59
4960.24,1858.19,10954.91,5,2,excellent,35
5647.46,2336.73,16829.34,1,13,bon,55
3393.87,2603.92,1636.59,2,18,faible,65
2266.89,989.35,11366.36,4,10,mauvais,42
3684.96,2735.4,8453.15,1,8,moyen,35
4599.08,975.46,25245.74,4,15,mauvais,65
4711.65,2883.98,20299.53,1,10,faible,42
5355.12,3915.41,21067.25,2,15,faible,46
4373.87,873.62,21218.87,4,16,mauvais,48
2662.54,1975.89,4088.64,3,10,bon,35
1383.43,518.86,1327.77,0,13,moyen,39
5045.92,3374.54,14750.62,1,6,moyen,55
2722.75,1913.77,3697.94,5,8,bon,49
1968.84,1464.17,18603.22,1,3,excellent,45
2123.97,574.01,27813.01,0,4,moyen,38
5175.4,3632.53,14799.13,0,13,moyen,40
4186.14,2780.03,20156.22,3,1,mauvais,64
3206.13,577.32,16576.46,0,10,excellent,49
4767.23,3402.78,15387.67,0,7,excellent,52
4792.4,2964.73,17059.81,3,20,faible,65
4580.17,652.83,23660.14,5,3,faible,43
1686.77,781.3,7514.02,3,10,bon,47
1271.07,977.35,8818.62,0,3,mauvais,46
1510.88,832.91,21240.79,4,0,bon,48
2191.37,1312.88,2559.09,2,5,mauvais,59
3351.51,1399.92,19410.64,5,20,mauvais,49
5945.18,1400.24,22652.35,1,7,bon,40
5128.57,976.68,9569.97,1,0,excellent,37
2493.37,509.32,24713.71,0,12,faible,49
2928.84,2304.61,954.68,2,11,excellent,49
2320.9,1259.62,21241.81,3,12,moyen,53
5505.25,3794.57,349.75,2,0,faible,63
3305.54,2556.29,17774.15,3,17,faible,47
2192.8,598.7,8828.66,4,4,bon,43
4496.81,1415.09,17105.47,0,20,bon,45
3097.64,2312.39,14723.41,2,10,moyen,38
2697.64,2005.89,6334.88,4,14,bon,65
2548.46,1686.48,21790.79,5,2,faible,59
2660.92,1337.24,2359.81,5,4,faible,62
3591.72,2212.62,15992.48,5,9,faible,36
1917.22,826.62,25479.57,4,13,moyen,55
1619.01,1274.54,12769.69,4,5,bon,37
5776.3,3395.52,12581.28,2,5,mauvais,61
5034.14,1207.38,16487.79,5,19,bon,58
1070.19,847.65,13177.54,5,13,faible,41
4037.01,1176.19,25204.23,3,13,mauvais,44
1208.93,810.14,21674.58,0,15,faible,64
3528.88,2290.9,24966.11,2,14,moyen,39
1622.16,915.73,21584.99,5,7,excellent,56
1098.47,568.13,14849.36,4,6,moyen,64
1016.67,583.91,2331.32,0,5,bon,55
2386.46,852.35,8058.3,3,4,excellent,50
3718.8,2896.65,17618.88,1,2,mauvais,55
1588.93,688.8,28374.58,0,19,bon,46
5225.41,3585.46,2555.27,2,3,excellent,35
5059.28,967.71,18613.12,5,3,moyen,52
1114.46,860.86,2208.68,5,20,mauvais,45
4024.81,1216.64,29978.65,2,0,faible,56
1021.54,774.48,16701.88,2,2,faible,59
4351.83,2651.94,2549.84,0,1,mauvais,45
1897.67,612.05,21512.99,2,9,moyen,45
4232.78,3043.15,29730.33,2,8,excellent,63
3378.72,746.44,25897.68,3,11,faible,49
5894.22,3056.66,2966.69,5,10,faible,55
1675.12,1280.59,4227.19,5,0,bon,49
4677.35,3022.78,18392.58,0,15,moyen,56
1357.44,794.26,29292.59,2,18,moyen,45
2323.13,639.1,8779.92,0,9,bon,64
2662.59,1339.38,2054.51,0,10,faible,55
1277.04,782.62,19742.47,2,14,mauvais,48
