statut_familial,nbr_dependant,date_naissance,score_familial
Veuf/Veuve,2,1989-08-30,77
Marié(e),5,1998-12-22,72
Divorcé(e),2,1995-10-13,62
Marié(e),3,2003-02-03,70
Marié(e),1,1980-09-12,85
Marié(e),3,1978-01-15,81
Divorcé(e),5,1956-11-04,63
Divorcé(e),1,1958-10-13,63
Veuf/Veuve,5,2003-07-18,73
Veuf/Veuve,1,1986-08-18,73
Veuf/Veuve,3,1992-06-10,77
Veuf/Veuve,3,1989-10-24,77
Divorcé(e),2,1984-03-18,65
Veuf/Veuve,1,2002-07-04,73
Marié(e),1,1972-02-05,84
Marié(e),5,1987-07-27,70
Veuf/Veuve,2,1982-07-01,73
Veuf/Veuve,1,1997-02-24,71
Veuf/Veuve,2,1991-12-09,70
Marié(e),1,1985-04-05,73
Marié(e),5,1989-06-10,71
Veuf/Veuve,1,1994-09-15,70
Marié(e),3,1970-06-05,82
Marié(e),5,1991-01-07,72
Marié(e),1,1991-11-12,70
Veuf/Veuve,1,1966-09-05,77
Divorcé(e),4,2002-07-26,65
Célibataire,5,1963-09-03,61
Célibataire,0,1955-09-29,60
Divorcé(e),0,1983-01-27,62
Marié(e),5,1968-06-22,79
Divorcé(e),0,1987-07-11,64
Divorcé(e),4,1995-01-12,62
Divorcé(e),5,1970-09-07,62
Divorcé(e),0,1969-04-20,61
Marié(e),3,1965-08-04,84
Veuf/Veuve,1,1997-02-02,74
Marié(e),0,1968-02-14,83
Célibataire,0,1967-02-17,66
Veuf/Veuve,3,1997-09-30,72
Célibataire,4,1987-06-23,67
Marié(e),3,1956-09-29,83
Divorcé(e),2,1962-08-04,62
Célibataire,1,1967-01-26,69
Divorcé(e),5,1990-04-12,57
Célibataire,5,1972-08-25,70
Divorcé(e),2,1962-06-02,62
Veuf/Veuve,0,1992-06-10,72
Divorcé(e),2,1972-03-11,64
Divorcé(e),4,1957-01-25,63
Divorcé(e),1,1959-08-19,65
Marié(e),5,1982-06-22,80
Veuf/Veuve,3,1985-03-30,70
Divorcé(e),5,1996-01-23,65
Célibataire,2,1957-10-12,62
Célibataire,5,1956-09-08,64
Veuf/Veuve,1,1997-02-20,76
Veuf/Veuve,0,1979-03-19,76
Divorcé(e),2,2000-12-13,61
Veuf/Veuve,5,1985-08-28,72
Divorcé(e),5,1978-06-07,64
Marié(e),3,1980-03-25,82
Célibataire,3,1962-07-28,70
Divorcé(e),4,1965-02-23,60
Marié(e),0,1976-10-05,80
Marié(e),2,1960-10-16,81
Marié(e),0,1961-09-24,80
Célibataire,5,1985-07-27,69
Célibataire,1,1996-04-20,80
Divorcé(e),5,1964-06-16,64
Célibataire,0,1967-05-30,63
Célibataire,1,1963-03-11,61
Célibataire,3,1975-11-16,63
Célibataire,5,1962-02-02,66
Divorcé(e),5,2002-06-15,58
Veuf/Veuve,1,1999-05-27,79
Marié(e),3,1980-10-22,85
Célibataire,3,1971-07-22,68
Célibataire,0,1970-09-28,63
Divorcé(e),1,2003-08-04,64
Marié(e),5,1966-02-02,83
Célibataire,1,1971-09-30,65
Marié(e),1,1990-05-16,75
Divorcé(e),4,1991-12-14,63
Divorcé(e),1,1993-03-25,59
Divorcé(e),5,1976-07-25,64
Célibataire,5,1977-07-17,64
Marié(e),0,1960-06-29,80
Veuf/Veuve,2,1960-05-20,79
Veuf/Veuve,0,1994-12-21,70
Célibataire,2,1987-05-24,70
Célibataire,4,1978-07-05,65
Veuf/Veuve,2,1998-01-25,75
Veuf/Veuve,2,1998-11-04,75
Marié(e),1,1970-04-07,80
Divorcé(e),3,1996-09-04,62
Divorcé(e),3,1996-07-23,62
Veuf/Veuve,1,1967-09-17,76
Veuf/Veuve,0,1967-06-22,75
Veuf/Veuve,5,1968-05-14,76
Divorcé(e),0,1993-12-07,65
Marié(e),1,1971-06-19,81
Célibataire,0,1990-01-25,77
Marié(e),2,1985-03-24,68
Célibataire,3,1990-02-25,72
Divorcé(e),4,1979-11-16,61
Marié(e),3,1999-09-29,71
Veuf/Veuve,1,1998-09-08,80
Célibataire,2,1964-06-22,61
Divorcé(e),5,1997-09-24,64
Divorcé(e),1,1976-01-23,64
Veuf/Veuve,1,1992-04-25,77
Célibataire,2,1969-03-12,65
Divorcé(e),5,1993-06-14,64
Célibataire,4,1966-07-30,68
Divorcé(e),2,1988-06-17,57
Divorcé(e),4,1997-06-12,56
Célibataire,3,1988-02-28,66
Marié(e),1,1984-03-24,68
Divorcé(e),5,1997-09-07,59
Divorcé(e),4,1984-08-31,58
Marié(e),2,1975-07-03,85
Marié(e),1,1998-10-19,74
Veuf/Veuve,0,1983-02-01,78
Célibataire,3,1968-04-10,69
Divorcé(e),0,2002-06-11,62
Veuf/Veuve,4,1978-10-30,71
Veuf/Veuve,3,1972-04-18,74
Marié(e),2,1960-04-05,83
Marié(e),1,1955-03-29,82
Divorcé(e),4,1998-04-04,63
Marié(e),2,1983-09-04,83
Divorcé(e),4,2003-01-29,58
Marié(e),4,1965-10-06,81
Célibataire,5,1972-06-14,68
Divorcé(e),1,1988-09-12,61
Célibataire,2,1978-05-19,63
Marié(e),2,1957-03-26,80
Veuf/Veuve,0,1988-01-14,77
Marié(e),3,1989-03-28,73
Marié(e),4,1994-10-23,69
Célibataire,2,1995-11-14,74
Marié(e),5,1995-08-20,67
Marié(e),4,1966-06-30,81
Célibataire,0,1959-09-01,65
Veuf/Veuve,2,1967-09-06,75
Veuf/Veuve,4,1957-04-01,80
Veuf/Veuve,5,1984-01-09,76
Marié(e),2,1958-01-23,85
Divorcé(e),2,1958-07-01,64
Célibataire,5,1966-10-18,67
Célibataire,0,1967-07-08,62
Célibataire,4,1969-08-15,63
Célibataire,2,1986-12-31,65
Célibataire,3,1985-10-15,61
Veuf/Veuve,3,2003-11-14,70
Veuf/Veuve,5,1990-06-28,72
Célibataire,1,1995-03-15,72
Célibataire,2,1975-05-14,63
Célibataire,5,1957-02-19,60
Marié(e),3,1958-10-08,80
Marié(e),1,1968-08-28,81
Divorcé(e),2,1989-09-24,65
Veuf/Veuve,0,2000-09-27,74
Veuf/Veuve,0,1992-03-10,78
Célibataire,0,1972-12-01,69
Célibataire,1,1975-07-22,69
Veuf/Veuve,0,1986-04-23,71
Divorcé(e),4,1969-09-10,63
Marié(e),1,2003-01-27,65
Divorcé(e),2,1988-07-18,63
Veuf/Veuve,1,1973-01-18,79
Divorcé(e),2,1972-07-12,62
Divorcé(e),3,1965-08-27,65
Divorcé(e),3,1957-07-20,63
Veuf/Veuve,1,1971-07-19,71
Célibataire,3,1964-07-16,63
Marié(e),4,1981-10-02,84
Marié(e),4,1982-03-07,81
Veuf/Veuve,0,1975-08-01,79
Divorcé(e),1,2000-10-25,55
Divorcé(e),0,1974-05-19,61
Divorcé(e),1,1999-10-14,61
Divorcé(e),3,1990-01-08,64
Marié(e),3,1998-01-16,73
Divorcé(e),5,1977-04-05,60
Célibataire,0,1957-10-06,69
Célibataire,0,1979-07-27,60
Divorcé(e),3,1989-03-08,64
Marié(e),0,1959-10-08,82
Marié(e),5,1972-01-30,81
Divorcé(e),0,1980-01-31,63
Célibataire,2,1958-02-07,61
Divorcé(e),1,1978-07-14,63
Marié(e),0,1957-09-09,83
Marié(e),0,1965-01-24,80
Marié(e),3,1979-06-21,82
Célibataire,5,1998-01-01,71
Marié(e),1,1960-10-23,83
Veuf/Veuve,0,1958-04-19,77
Veuf/Veuve,3,1991-12-19,72
Célibataire,4,1958-11-30,70
Célibataire,2,1980-03-23,67
Marié(e),2,1957-02-25,85
Divorcé(e),1,1976-01-12,65
Veuf/Veuve,0,1958-12-03,79
Veuf/Veuve,4,1998-10-17,73
Célibataire,2,1987-08-16,61
Divorcé(e),3,1997-05-09,63
Marié(e),2,1988-04-09,73
Marié(e),2,1986-01-28,71
Marié(e),4,1991-01-04,69
Veuf/Veuve,2,1981-03-14,72
Veuf/Veuve,5,2003-08-13,76
Divorcé(e),3,1962-09-20,64
Divorcé(e),1,1984-10-27,60
Veuf/Veuve,3,2003-05-04,80
Marié(e),0,1985-10-11,73
Marié(e),4,1985-08-13,72
Marié(e),4,1967-06-25,80
Veuf/Veuve,0,1992-07-21,71
Célibataire,4,1964-04-11,69
Célibataire,2,1969-09-27,63
Divorcé(e),3,1965-06-15,62
Divorcé(e),4,1990-05-26,63
Veuf/Veuve,1,1986-06-19,76
Célibataire,1,1995-08-31,72
Marié(e),5,1955-01-07,82
Célibataire,3,1967-12-01,61
Divorcé(e),1,1991-05-26,59
Marié(e),4,1963-08-18,80
Célibataire,0,1957-10-03,64
Célibataire,1,1971-08-17,70
Célibataire,0,1977-09-13,67
Célibataire,3,1987-01-15,70
Veuf/Veuve,0,1981-11-24,75
Veuf/Veuve,2,1973-08-31,74
Veuf/Veuve,4,1997-11-20,80
Célibataire,5,1999-01-17,70
Veuf/Veuve,2,1986-07-01,70
Divorcé(e),5,1997-06-14,61
Célibataire,3,1986-06-17,70
Veuf/Veuve,0,1989-01-19,70
Veuf/Veuve,0,1997-07-26,74
Célibataire,0,1976-12-23,70
Célibataire,3,1989-01-15,75
Marié(e),4,1997-01-24,64
Divorcé(e),2,1995-06-11,58
Veuf/Veuve,0,1955-11-21,80
Marié(e),4,1957-07-01,83
Veuf/Veuve,0,2000-01-03,72
Veuf/Veuve,2,1989-10-15,78
Célibataire,2,1965-07-09,68
Veuf/Veuve,1,1995-06-29,74
Marié(e),0,1981-01-03,84
Divorcé(e),3,1964-10-20,65
Marié(e),0,1972-10-29,83
Veuf/Veuve,1,1955-06-23,76
Marié(e),3,1958-11-25,82
Marié(e),1,1985-06-22,75
Veuf/Veuve,1,1994-11-09,71
Célibataire,1,1967-06-15,62
Célibataire,3,1999-06-23,75
Veuf/Veuve,0,2002-01-29,75
Célibataire,3,1997-06-16,70
Divorcé(e),3,1992-11-05,56
Célibataire,0,1978-07-16,70
Divorcé(e),3,1990-12-20,63
Marié(e),1,1965-10-27,80
Marié(e),0,1971-09-21,85
Marié(e),3,1988-06-15,73
Divorcé(e),3,1960-12-16,65
Marié(e),4,1992-01-15,65
Célibataire,1,1973-02-15,62
Divorcé(e),1,1990-01-06,55
Divorcé(e),0,2000-09-26,55
Célibataire,4,1978-10-26,69
Célibataire,2,1967-04-06,65
Marié(e),3,1974-02-14,81
Veuf/Veuve,3,1997-11-30,73
Célibataire,1,1989-10-05,78
Célibataire,1,1966-05-10,68
Marié(e),0,1997-10-26,73
Célibataire,4,1969-09-28,63
Veuf/Veuve,5,1987-06-01,73
Divorcé(e),3,1960-04-26,63
Célibataire,2,1990-05-15,70
Marié(e),5,1988-06-27,69
Veuf/Veuve,4,1975-02-15,72
Veuf/Veuve,4,2000-09-04,76
Marié(e),1,2001-09-23,69
Veuf/Veuve,0,1993-10-15,79
Célibataire,3,1960-11-30,68
Célibataire,5,1968-01-09,70
Célibataire,2,1979-11-07,66
Divorcé(e),3,1985-08-07,59
Divorcé(e),2,1997-02-14,63
Veuf/Veuve,3,1967-04-12,77
Divorcé(e),0,1998-11-23,60
Célibataire,2,1979-01-10,64
Divorcé(e),4,2001-01-12,58
Divorcé(e),2,1976-06-11,64
Marié(e),2,1982-06-13,81
Divorcé(e),4,1991-11-20,59
Divorcé(e),4,1992-12-27,65
Marié(e),4,1967-06-17,84
Divorcé(e),1,1987-05-25,63
Divorcé(e),1,1996-06-22,64
Marié(e),0,1981-02-10,85
Marié(e),1,1985-03-26,67
Veuf/Veuve,2,1976-12-31,76
Veuf/Veuve,5,1979-04-03,79
Veuf/Veuve,4,1985-08-04,72
Divorcé(e),4,1961-06-05,62
Célibataire,3,1990-03-25,70
Célibataire,1,1977-10-28,67
Veuf/Veuve,4,1979-10-28,78
Veuf/Veuve,1,1978-10-20,70
Veuf/Veuve,5,1998-11-19,79
Célibataire,3,1994-03-09,76
Divorcé(e),0,1967-07-02,61
Célibataire,2,1959-11-08,60
Célibataire,2,1964-08-09,68
Divorcé(e),1,1963-07-27,65
Veuf/Veuve,1,1958-07-19,80
Célibataire,0,1964-12-17,65
Divorcé(e),2,1993-07-10,58
Marié(e),1,1978-11-23,84
Divorcé(e),1,1968-07-29,60
Divorcé(e),1,1970-05-19,63
Marié(e),4,1956-07-12,80
Célibataire,4,1979-03-01,67
Célibataire,0,1977-01-19,66
Marié(e),1,1996-03-10,74
Marié(e),1,1974-09-25,82
Célibataire,0,1976-05-21,70
Divorcé(e),3,1989-08-28,62
Marié(e),1,1963-12-20,80
Veuf/Veuve,5,1994-10-23,77
Marié(e),5,1989-06-16,72
Veuf/Veuve,0,2003-07-11,74
Marié(e),5,1999-01-23,69
Divorcé(e),2,1956-10-27,63
Veuf/Veuve,3,1973-05-25,75
Marié(e),5,1961-11-26,82
Veuf/Veuve,1,1991-03-18,73
Marié(e),2,1986-08-28,71
Divorcé(e),1,1981-01-15,61
Veuf/Veuve,4,1997-02-07,70
Marié(e),5,1960-10-07,81
Célibataire,3,1985-12-06,65
Veuf/Veuve,0,1999-01-04,76
Veuf/Veuve,3,1962-12-28,76
Divorcé(e),2,1975-06-21,62
Divorcé(e),2,1997-11-23,57
Marié(e),1,2001-05-12,74
Marié(e),0,1989-03-09,70
Célibataire,1,1963-01-14,62
Célibataire,4,1959-06-16,64
Célibataire,4,1977-11-08,67
Marié(e),2,1967-09-03,83
Divorcé(e),1,1975-07-08,63
Divorcé(e),1,2001-08-30,56
Marié(e),0,1959-08-23,84
Marié(e),2,1997-02-25,71
Marié(e),1,1956-07-04,81
Célibataire,0,1964-01-27,64
Marié(e),4,1966-02-06,82
Divorcé(e),5,1971-01-06,61
Marié(e),1,1955-10-01,82
Marié(e),2,2001-01-04,65
Célibataire,3,1967-01-27,62
Célibataire,3,1968-12-13,62
Marié(e),4,1987-11-28,73
Divorcé(e),3,1977-01-06,63
Marié(e),5,1964-10-27,83
Marié(e),1,1958-10-04,80
Veuf/Veuve,1,1955-01-06,74
Veuf/Veuve,4,1998-12-02,80
Veuf/Veuve,4,2003-07-17,76
Veuf/Veuve,5,2001-08-02,75
Veuf/Veuve,2,2001-12-05,76
Marié(e),4,1999-10-19,66
Célibataire,1,1961-07-20,69
Divorcé(e),2,1965-04-30,64
Veuf/Veuve,3,1988-09-09,74
Divorcé(e),0,1983-03-09,63
Marié(e),0,1974-04-21,83
Marié(e),3,1967-07-06,85
Divorcé(e),3,1976-11-24,61
Célibataire,1,1994-05-09,74
Veuf/Veuve,3,1996-10-20,77
Divorcé(e),1,1996-07-12,57
Veuf/Veuve,0,1976-12-23,72
Célibataire,2,1988-07-09,60
Divorcé(e),3,1989-08-23,65
Veuf/Veuve,0,1981-05-03,75
Veuf/Veuve,0,1997-12-23,71
Divorcé(e),2,1972-04-27,62
Marié(e),0,1964-01-20,81
Divorcé(e),0,1957-03-06,64
Marié(e),5,2001-09-18,68
Célibataire,3,1991-02-27,75
Veuf/Veuve,2,1984-04-05,74
Divorcé(e),0,2001-05-06,64
Célibataire,3,1998-09-13,76
Célibataire,5,2000-05-09,71
Marié(e),3,1984-08-01,75
Veuf/Veuve,5,1978-12-05,72
Marié(e),1,1963-04-29,84
Veuf/Veuve,2,1990-05-07,73
Célibataire,0,1982-02-20,60
Marié(e),1,1992-07-01,74
Marié(e),3,1968-07-27,83
Divorcé(e),1,1955-01-06,60
Marié(e),0,1978-10-14,85
Veuf/Veuve,0,1974-08-15,77
Marié(e),5,1999-03-28,64
Célibataire,5,1996-03-13,75
Divorcé(e),3,1978-02-12,64
Divorcé(e),5,1984-04-04,63
Marié(e),5,2001-08-14,73
Divorcé(e),4,1976-12-20,61
Célibataire,3,1998-05-01,74
Divorcé(e),4,1981-12-06,63
Veuf/Veuve,0,1981-11-28,74
Célibataire,1,1975-01-10,63
Marié(e),3,1968-09-17,80
Divorcé(e),3,1990-11-02,61
Divorcé(e),2,1962-03-30,61
Marié(e),4,1998-02-18,74
Célibataire,2,1960-01-26,66
Veuf/Veuve,3,1968-10-13,76
Veuf/Veuve,0,1984-11-28,75
Célibataire,2,1976-02-09,67
Veuf/Veuve,3,1974-03-02,76
Veuf/Veuve,1,1980-08-30,73
Marié(e),2,1969-03-31,84
Divorcé(e),4,1988-10-09,56
Célibataire,0,1962-05-08,60
Marié(e),4,1993-05-30,71
Célibataire,5,1968-08-04,60
Célibataire,3,1970-11-23,60
Marié(e),2,1987-11-14,75
Divorcé(e),5,1962-10-25,60
Marié(e),2,1984-08-01,66
Célibataire,4,1962-05-09,60
Célibataire,1,1970-03-18,66
Veuf/Veuve,0,1978-12-12,79
Divorcé(e),4,2002-02-28,56
Divorcé(e),1,1960-10-16,63
Divorcé(e),1,2001-02-26,56
Veuf/Veuve,4,1975-01-16,74
Célibataire,3,1985-05-07,70
Marié(e),5,1997-05-15,70
Divorcé(e),4,1982-06-15,62
Veuf/Veuve,3,1976-01-22,74
Divorcé(e),1,1976-07-22,63
Marié(e),5,1968-11-21,78
Célibataire,0,1965-07-11,62
Célibataire,3,1966-04-12,62
Célibataire,2,1984-10-24,65
Marié(e),5,1998-03-03,69
Veuf/Veuve,0,1982-02-08,73
Veuf/Veuve,5,1957-12-31,75
Marié(e),3,1972-02-22,82
Célibataire,0,1957-10-12,64
Veuf/Veuve,1,1999-08-10,77
Veuf/Veuve,5,1983-12-30,77
Marié(e),2,1992-11-08,75
Divorcé(e),4,1971-06-21,60
Marié(e),2,1992-04-07,66
Veuf/Veuve,2,1968-04-04,70
Marié(e),1,2000-12-19,74
Veuf/Veuve,2,1973-02-09,72
Veuf/Veuve,0,1955-10-17,80
Divorcé(e),5,1985-09-25,64
Divorcé(e),2,1955-03-18,60
Veuf/Veuve,4,1973-01-22,73
Marié(e),2,2000-04-08,69
Veuf/Veuve,4,1972-08-10,76
Célibataire,3,1980-12-31,68
Veuf/Veuve,0,1980-06-27,75
Célibataire,3,1960-08-06,67
Veuf/Veuve,3,1975-09-07,75
Marié(e),3,1978-09-17,82
Célibataire,1,1977-10-06,66
Divorcé(e),0,2002-07-31,58
Célibataire,1,1995-04-09,73
Veuf/Veuve,0,1993-07-17,70
Célibataire,2,2002-12-26,78
Veuf/Veuve,0,1999-12-24,80
Divorcé(e),4,1959-07-23,63
Marié(e),4,1980-10-05,79
Marié(e),3,1984-06-11,67
Marié(e),0,1993-06-30,66
Divorcé(e),5,1976-12-30,63
Célibataire,0,1966-08-13,64
Marié(e),5,1981-03-10,83
Divorcé(e),3,1969-06-26,63
Marié(e),5,1969-09-01,80
Célibataire,2,1982-09-24,68
Célibataire,0,1968-12-02,61
Célibataire,1,1960-11-19,64
Marié(e),0,1995-06-14,70
Célibataire,4,2002-12-04,77
Célibataire,3,1979-12-07,61
Divorcé(e),0,1986-08-27,57
Veuf/Veuve,1,2003-11-20,74
Célibataire,4,1962-09-19,61
Marié(e),1,1985-08-27,67
Marié(e),3,1986-06-28,65
Divorcé(e),3,1993-10-03,56
Veuf/Veuve,1,1969-12-29,73
Veuf/Veuve,4,1960-12-19,73
Veuf/Veuve,4,1996-01-15,76
Divorcé(e),5,1988-01-22,58
Célibataire,0,1995-08-06,73
Célibataire,4,1986-11-07,60
Divorcé(e),5,1985-05-09,61
Célibataire,2,1996-07-18,71
Marié(e),0,2001-08-30,73
Célibataire,4,1967-02-22,67
Veuf/Veuve,4,1985-07-13,71
Célibataire,5,1983-05-30,63
Divorcé(e),4,1993-02-24,59
Célibataire,0,1959-11-22,64
Marié(e),5,1978-02-19,81
Marié(e),2,1985-06-18,71
Célibataire,4,1987-08-08,61
Veuf/Veuve,2,1981-11-11,76
Célibataire,0,1980-07-18,65
Marié(e),5,1963-04-25,79
Célibataire,2,1965-02-19,61
Divorcé(e),2,1983-07-10,60
Marié(e),4,1974-01-04,83
Célibataire,1,1959-05-15,64
Divorcé(e),4,2003-07-12,56
Divorcé(e),4,1981-08-28,60
Veuf/Veuve,0,1982-12-12,76
Célibataire,5,1984-11-11,64
Célibataire,1,1961-02-17,61
Célibataire,0,1997-10-03,70
Veuf/Veuve,2,1991-05-22,78
Célibataire,2,1969-03-18,69
Marié(e),0,1984-12-07,67
Marié(e),5,1964-04-13,83
Célibataire,3,1974-07-24,62
Marié(e),5,2000-09-09,66
Veuf/Veuve,0,2001-11-18,74
Marié(e),3,1976-04-22,80
Veuf/Veuve,1,1989-10-24,73
Divorcé(e),2,1967-03-09,63
Veuf/Veuve,4,1980-10-09,74
Marié(e),4,1966-02-23,84
Veuf/Veuve,2,1999-08-12,70
Célibataire,3,1972-02-12,64
Marié(e),4,1971-07-04,84
Célibataire,5,1977-04-14,62
Célibataire,1,1977-05-23,60
Célibataire,5,1990-05-18,72
Marié(e),2,1965-01-25,84
Célibataire,5,1973-10-27,61
Célibataire,3,1964-07-23,65
Marié(e),3,1967-12-02,81
Célibataire,2,1984-02-18,66
Veuf/Veuve,5,2001-07-07,80
Divorcé(e),3,1973-01-17,65
Marié(e),1,1989-11-18,70
Marié(e),5,1976-09-29,81
Veuf/Veuve,2,1994-03-18,70
Divorcé(e),0,1993-11-02,62
Marié(e),0,1960-04-23,85
Veuf/Veuve,4,1980-11-24,73
Veuf/Veuve,0,1980-09-24,72
Divorcé(e),2,1970-11-06,63
Célibataire,3,2002-06-23,71
Veuf/Veuve,2,1982-03-02,80
Marié(e),3,1972-12-27,85
Divorcé(e),3,1990-01-03,59
Marié(e),3,1974-10-02,83
Marié(e),0,1975-12-30,85
Veuf/Veuve,3,1974-08-08,78
Marié(e),0,1978-12-24,85
Divorcé(e),4,1977-10-28,65
Célibataire,2,2001-04-20,74
Veuf/Veuve,0,1960-08-12,79
Célibataire,1,1980-05-03,64
Marié(e),5,2002-07-04,65
Veuf/Veuve,4,1955-04-08,72
Célibataire,2,1992-08-14,79
Divorcé(e),0,1998-02-13,58
Marié(e),0,1982-06-13,85
Veuf/Veuve,2,1979-05-12,79
Marié(e),5,1991-01-10,73
Divorcé(e),0,1989-01-18,62
Marié(e),1,1984-02-05,65
Divorcé(e),2,1997-04-03,58
Divorcé(e),3,1975-05-20,63
Célibataire,5,1961-10-22,61
Marié(e),1,1991-10-24,65
Marié(e),3,1991-12-17,73
Célibataire,0,1994-07-21,72
Marié(e),5,1974-03-18,79
Divorcé(e),0,1958-04-01,62
Célibataire,4,1991-09-02,71
Divorcé(e),5,1995-04-28,58
Célibataire,2,1976-03-14,69
Célibataire,0,1977-06-03,69
Marié(e),0,1997-09-01,69
Marié(e),5,1955-07-15,81
Marié(e),3,1984-08-20,66
Célibataire,4,1975-07-16,69
Divorcé(e),0,1993-04-13,60
Divorcé(e),3,1969-09-14,60
Célibataire,5,1956-11-17,70
Divorcé(e),1,1970-05-27,61
Marié(e),5,1959-01-08,83
Marié(e),1,1973-09-20,81
Marié(e),2,1996-04-23,65
Veuf/Veuve,1,1967-01-12,70
Célibataire,5,1973-04-13,65
Divorcé(e),5,1993-09-14,57
Célibataire,1,1997-06-19,76
Célibataire,1,1988-07-25,60
Marié(e),5,1992-09-04,64
Célibataire,1,1973-12-18,61
Marié(e),3,1964-09-10,83
Marié(e),5,1969-11-15,80
Divorcé(e),3,1969-01-31,64
Marié(e),3,1993-01-30,67
Veuf/Veuve,2,1983-04-16,74
Marié(e),5,1956-10-05,79
Veuf/Veuve,2,1988-08-27,78
Veuf/Veuve,0,1965-04-24,72
Célibataire,1,2002-10-31,71
Veuf/Veuve,3,1967-02-04,70
Marié(e),4,1975-10-05,80
Marié(e),0,2000-07-29,74
Célibataire,1,2003-04-28,78
Célibataire,2,2002-01-26,78
Célibataire,2,1978-05-24,65
Marié(e),1,1958-11-30,83
Veuf/Veuve,1,1967-07-02,73
Célibataire,4,1968-03-23,69
Veuf/Veuve,0,1992-11-01,80
Célibataire,5,1983-11-03,67
Marié(e),5,1979-10-03,80
Célibataire,0,1955-12-31,60
Célibataire,5,1957-09-08,61
Divorcé(e),1,1962-03-28,60
Marié(e),3,1963-10-12,83
Divorcé(e),0,1957-04-13,65
Marié(e),2,1983-01-12,83
Célibataire,4,1980-12-20,64
Divorcé(e),1,1962-08-05,64
Marié(e),4,2003-05-31,71
Divorcé(e),3,2001-10-25,56
Marié(e),1,1980-11-21,84
Célibataire,2,1989-01-02,77
Célibataire,4,1993-12-17,77
Célibataire,0,1959-05-07,60
Divorcé(e),1,1988-11-12,60
Divorcé(e),0,1987-05-24,63
Divorcé(e),4,1968-06-01,63
Veuf/Veuve,4,1965-12-29,73
Veuf/Veuve,1,1979-02-19,78
Marié(e),2,1988-02-13,75
Célibataire,2,1982-10-15,62
Veuf/Veuve,5,1958-09-21,78
Célibataire,5,1997-02-09,70
Veuf/Veuve,1,1976-07-13,76
Veuf/Veuve,4,1986-10-27,70
Marié(e),1,1960-10-02,80
Divorcé(e),0,1965-12-12,63
Divorcé(e),4,1966-02-10,64
Célibataire,2,1978-03-03,70
Marié(e),4,1997-06-16,71
Marié(e),4,1972-05-10,82
Marié(e),4,1960-09-20,82
Divorcé(e),1,1968-11-09,65
Célibataire,1,1990-11-09,79
Divorcé(e),5,1970-04-18,64
Divorcé(e),3,1981-08-30,61
Célibataire,1,1992-08-16,72
Divorcé(e),5,2002-05-13,61
Marié(e),0,1982-09-27,82
Célibataire,3,1958-08-16,66
Divorcé(e),5,1989-12-10,57
Divorcé(e),2,1981-01-13,60
Marié(e),3,1975-07-08,85
Divorcé(e),2,2003-09-21,65
Marié(e),2,1972-02-28,85
Célibataire,5,1962-07-22,67
Veuf/Veuve,2,1991-11-08,74
Divorcé(e),4,2002-07-18,63
Célibataire,1,1964-09-27,65
Marié(e),4,1999-11-28,72
Marié(e),2,1984-09-16,67
Veuf/Veuve,4,1960-06-26,80
Divorcé(e),0,1980-12-14,65
Célibataire,2,1976-05-22,63
Marié(e),1,1986-10-26,68
Divorcé(e),4,1983-03-26,65
Célibataire,3,1974-11-14,62
Célibataire,0,1963-06-14,69
Veuf/Veuve,4,1996-10-23,71
Célibataire,4,1972-10-13,63
Célibataire,5,1972-09-22,67
Marié(e),1,1991-04-19,75
Divorcé(e),1,1958-06-25,63
Célibataire,5,1961-11-09,61
Veuf/Veuve,2,1989-11-22,71
Veuf/Veuve,4,1991-07-01,78
Célibataire,0,1971-07-19,63
Célibataire,0,1964-07-16,65
Veuf/Veuve,0,1966-06-10,79
Célibataire,1,1988-10-24,65
Veuf/Veuve,5,1999-08-02,74
Divorcé(e),4,1965-09-14,65
Veuf/Veuve,0,1974-02-19,76
Divorcé(e),4,1985-12-26,57
Célibataire,0,1982-11-20,69
Célibataire,0,2002-02-24,80
Divorcé(e),0,2003-05-05,59
Marié(e),1,1990-07-31,73
Veuf/Veuve,2,1957-05-01,79
Marié(e),3,1972-06-07,81
Marié(e),1,2000-05-06,67
Célibataire,1,1995-06-14,74
Divorcé(e),2,1992-06-27,56
Célibataire,2,1958-03-28,64
Marié(e),4,2003-01-23,70
Célibataire,2,1956-11-14,65
Marié(e),3,1990-06-12,71
Veuf/Veuve,5,1959-02-15,78
Célibataire,0,1966-07-09,66
Célibataire,0,1972-04-10,60
Marié(e),2,1990-01-02,71
Célibataire,0,1989-08-14,72
Veuf/Veuve,0,1983-09-16,73
Célibataire,1,1974-07-30,64
Divorcé(e),2,1959-08-20,63
Marié(e),3,1964-09-21,83
Veuf/Veuve,3,1967-10-04,79
Marié(e),4,1978-08-18,81
Célibataire,0,1976-09-07,64
Célibataire,4,1995-02-08,73
Divorcé(e),2,1976-04-06,63
Marié(e),3,1959-02-07,81
Marié(e),5,1988-07-18,72
Célibataire,0,1964-02-27,70
Divorcé(e),3,1956-08-01,64
Célibataire,4,1988-01-01,69
Célibataire,2,1980-08-07,69
Marié(e),0,1995-08-13,69
Marié(e),3,1992-09-16,74
Veuf/Veuve,5,1981-07-22,78
Veuf/Veuve,0,2001-10-24,74
Marié(e),4,1987-10-26,73
Veuf/Veuve,5,1977-03-26,72
